main-captions	MSRvid	2012test	131	4.4	Человек уезжает на мотоцикле.	Человек едет на мотоцикле.
main-captions	MSRvid	2012test	132	3.6	Человек играет на гитаре.	Человек поет и играет на гитаре.
main-captions	MSRvid	2012test	133	3.6	Человек говорил по телефону.	Человек разговаривает по телефону.
main-captions	MSRvid	2012test	135	0.5	Человек ловит рыбу.	Человек осуществляет.
main-captions	MSRvid	2012test	136	0.8	Человек левитации.	Человек разговаривает.
main-captions	MSRvid	2012test	138	0.6	Два мальчика вождения.	Два отсека для танцует.
main-captions	MSRvid	2012test	141	2.6	Человек верхом на лошади.	Девочка верхом на лошади.
main-captions	MSRvid	2012test	142	2.0	Человек едет на велосипеде.	Обезьяна едет на велосипеде.
main-captions	MSRvid	2012test	143	2.2	Человек режет картофель.	Женщина пилинга картофель.
main-captions	MSRvid	2012test	144	2.4	Женщина пилинга картофель.	Человек нарезки картофеля.
main-captions	MSRvid	2012test	145	3.6	Человек играет на гитаре.	Someoen играет на гитаре.
main-captions	MSRvid	2012test	148	2.2	Женщина режет лук-порей.	Женщина нарезка имбирь.
main-captions	MSRvid	2012test	149	4.8	Мужчина разрезал бумажную тарелку.	Человек резка бумажной тарелки.
main-captions	MSRvid	2012test	151	1.643	Человек играет на гитаре.	Человек играет на флейте.
main-captions	MSRvid	2012test	152	1.75	Человек играет на пианино.	Человек играет на скрипке.
main-captions	MSRvid	2012test	154	2.25	Женщина нарезка мяса.	Женщина панировки мяса.
main-captions	MSRvid	2012test	155	4.0	Человек играет на своей клавиатуре.	Человек играет на клавиатуре пианино.
main-captions	MSRvid	2012test	157	4.8	Дама нарубленный зеленый лук.	Дама разрезать зеленый лук.
main-captions	MSRvid	2012test	158	3.2	Кто-то sitring лапши в воде.	Женщина кипит лапшу в воде.
main-captions	MSRvid	2012test	160	4.0	Lionel Richie танцует на потолке.	Лайонел Ричи танцы, стоя на потолке.
main-captions	MSRvid	2012test	161	4.4	Человек играет на пианино.	Человек играет на пианино.
main-captions	MSRvid	2012test	163	4.6	Женщина играет на флейте.	Женщина играет на флейте.
main-captions	MSRvid	2012test	164	3.8	Мальчик проверяет каландр.	Мальчик смотрит на календарь.
main-captions	MSRvid	2012test	165	4.8	Женщина режет лук.	Женщина измельчения лука.
main-captions	MSRvid	2012test	166	4.857	Человек играет на гитаре.	Человек играет на гитаре.
main-captions	MSRvid	2012test	167	5.0	Женщина с помощью швейной машины.	Женщина шьет на машине.
main-captions	MSRvid	2012test	168	2.533	Женщина листать блины.	Шеф-повар мультфильм листать блины.
main-captions	MSRvid	2012test	172	1.0	Человек работает на дороге.	Автомобиль едет по дороге.
main-captions	MSRvid	2012test	175	1.0	Человек верхом на лошади.	Человек разговаривает по телефону.
main-captions	MSRvid	2012test	176	2.0	Человек едет на велосипеде.	Человек верхом на лошади.
main-captions	MSRvid	2012test	178	0.14300000000000002	Женщина танцует.	Человек ест.
main-captions	MSRvid	2012test	179	2.0	Человек играет на пианино.	Человек играет на флейте.
main-captions	MSRvid	2012test	180	1.6	Человек играет на флейте.	Человек играет на пианино.
main-captions	MSRvid	2012test	182	1.6	Человек вращается.	Человек танцует.
main-captions	MSRvid	2012test	184	3.4	Обезьяна качается от конечности к конечности.	Обезьяна качается от дерева к дереву.
main-captions	MSRvid	2012test	185	4.0	Люди вышли из поезда.	Люди вышли из поезда на станции.
main-captions	MSRvid	2012test	187	4.8	Собака прыгает на батуте.	Собака подпрыгивает на батуте.
main-captions	MSRvid	2012test	188	2.5	Мальчик играет на музыкальном инструменте.	Человек играет на трубе.
main-captions	MSRvid	2012test	190	1.75	Женщина играет на гитаре.	Человек поет и играет на гитаре.
main-captions	MSRvid	2012test	191	1.0	Женщина выбирает баночку.	Женщина режет помидор.
main-captions	MSRvid	2012test	192	5.0	Человек восхождение веревки.	Человек поднимается вверх веревку.
main-captions	MSRvid	2012test	193	1.4	Человек поднимает машину.	Человек восхождение стены.
main-captions	MSRvid	2012test	195	4.0	Мужчина и женщина едут по улице в джипе.	Мужчина и женщина за рулем по дороге на открытом воздухе автомобиля.
main-captions	MSRvid	2012test	196	3.8	Человек без рубашки сидел в кресле.	Без рубашки человек сидит на стуле.
main-captions	MSRvid	2012test	198	4.0	Две женщины борются.	Две женщины боролись на полу.
main-captions	MSRvid	2012test	199	4.0	Щенок играл с голубым теннисным мячом.	Щенок играет с теннисным мячом.
main-captions	MSRvid	2012test	200	4.8	Kangroo ест что-то.	Кенгуру ест.
main-captions	MSRvid	2012test	201	0.6	Кошка играет на пианино.	Человек играет на гитаре.
main-captions	MSRvid	2012test	202	4.75	Человек сократить некоторые ковер с ножом.	Человек резки ковра с ножом.
main-captions	MSRvid	2012test	203	2.2	Женщина верхом на скутере по дороге.	Человек едет на мотороллере.
main-captions	MSRvid	2012test	204	3.0	кто-то режет овощи.	Кто-то режет помидор.
main-captions	MSRvid	2012test	205	0.0	Женщина танцует.	Человек разговаривает.
main-captions	MSRvid	2012test	207	2.2	Собака слизывает слюну ребенка.	Собака лижет ребенок.
main-captions	MSRvid	2012test	208	0.4	Мужчина гребет на лодке.	Человек нарезки помидор.
main-captions	MSRvid	2012test	210	4.8	Человек режет картошку.	Человек нарезает картофель.
main-captions	MSRvid	2012test	212	4.8	Женщина нарубить чеснок.	Женщина перетасовка чеснока.
main-captions	MSRvid	2012test	214	3.8	Животное бегать кругами.	Белка бежит по кругу.
main-captions	MSRvid	2012test	215	3.0	Человек медленно идет по веревочной мосту.	Мальчик шел по мосту.
main-captions	MSRvid	2012test	216	4.0	Человек играет на гитаре.	Человек сидит в комнате, играет на гитаре.
main-captions	MSRvid	2012test	217	5.0	Человек играет на флейте.	Человек играет на флейте.
main-captions	MSRvid	2012test	221	3.8	Женщина, трещины два яйца в стеклянную посуду.	Женщина растрескивание яйца в миску.
main-captions	MSRvid	2012test	223	3.0	Человек резки рыбы.	Человек потрошит рыбу.
main-captions	MSRvid	2012test	224	4.4	Двое мужчин пакуют чемоданы в багажник автомобиля.	Мужчины ставят чемоданы в багажник автомобиля.
main-captions	MSRvid	2012test	226	3.8	Человек льет масло на некоторых помидоры.	Человек наливает масло на помидорах срезанных.
main-captions	MSRvid	2012test	227	3.0	Человек режет что-то.	Человек нарезка булочку.
main-captions	MSRvid	2012test	230	0.667	Человек гребля на каноэ.	Человек играет на арфе.
main-captions	MSRvid	2012test	231	4.0	Мужчина и женщина вместе прогуливались по лесу.	Мужчина и женщина идут рука об руку через лесистой местности.
main-captions	MSRvid	2012test	233	3.75	Женщина взяла кенгуру.	Женщина поднимает ребенок кенгуру.
main-captions	MSRvid	2012test	234	4.133	Рыбы плавают.	Рыба плавает.
main-captions	MSRvid	2012test	235	4.0	Две женщины смешать что-то в кухонном комбайне.	Две женщины, сделать что-то в блендере.
main-captions	MSRvid	2012test	237	3.6	Человек серфинга большой волны.	Человек серфинг.
main-captions	MSRvid	2012test	238	1.2	Человек играет на гитаре.	Человек колоть цель.
main-captions	MSRvid	2012test	239	1.6	Человек играет на флейте в группе.	Человек играет на гитаре.
main-captions	MSRvid	2012test	240	4.0	Человек намазать на хлеб.	Человек распространяется масло на хлеб.
main-captions	MSRvid	2012test	241	4.0	Человек закипит лапшу.	Женщина кипит лапшу в воде.
main-captions	MSRvid	2012test	243	3.2	Группа людей, танцевать на холме.	Группа людей танцуют.
main-captions	MSRvid	2012test	245	1.0	Человек танцует на улице.	Человек играет на флейте.
main-captions	MSRvid	2012test	246	1.0	Женщина кормит мужчину.	Женщина смешивания мяса.
main-captions	MSRvid	2012test	247	0.6	Человек ставит кастрюлю в духовку.	Женщина режет лук.
main-captions	MSRvid	2012test	249	0.4	Женщина сидит за столом.	Женщина верхом на осле.
main-captions	MSRvid	2012test	250	3.4	Медики транспортировать больной на носилках.	Врач устремляется пациента на носилках.
main-captions	MSRvid	2012test	252	3.6	Женщина играет на флейте на сцене.	Женщина играет на флейте.
main-captions	MSRvid	2012test	254	3.0	Два ребенка панды играют.	Две панды закладывают вместе.
main-captions	MSRvid	2012test	256	4.0	Ребенок смеется.	Ребенок смеется и хихикает.
main-captions	MSRvid	2012test	257	1.2	Человек играет на гитаре.	Мальчик играет на пианино.
main-captions	MSRvid	2012test	259	0.6	Человек складывания из бумаги.	Женщина нарезка перец.
main-captions	MSRvid	2012test	260	1.6	Три женщины танцуют.	Человек танцует.
main-captions	MSRvid	2012test	262	2.6	Кошки играют друг с другом.	Две кошки воюют друг с другом.
main-captions	MSRvid	2012test	263	3.6	Человек пишет.	Человек пишет карандашом.
main-captions	MSRvid	2012test	267	3.5	Человек работает.	Человек бежит по дороге.
main-captions	MSRvid	2012test	268	3.765	Женщина катится тесто.	Женщина посыпки и прокат тесто.
main-captions	MSRvid	2012test	269	2.75	Женщина добавляет специи на мясо.	Женщина добавляет сахар к мясу.
main-captions	MSRvid	2012test	270	2.25	Женщина добавляет масло на рыбах.	Женщина лить воду на рыбу.
main-captions	MSRvid	2012test	271	2.75	Молодой мальчик держит гитару.	Маленький мальчик играет на гитаре.
main-captions	MSRvid	2012test	272	3.8	Гепард бежит.	Гепард бежит по полю.
main-captions	MSRvid	2012test	273	4.8	Человек ест пиццу.	Человек ест кусок пиццы.
main-captions	MSRvid	2012test	274	3.6	Орангутанга едет на автобусе.	Обезьяна едет на автобусе.
main-captions	MSRvid	2012test	275	1.2	Мужчина и женщина говорят в закусочной.	Мужчина и женщина верхом на велосипеде.
main-captions	MSRvid	2012test	277	0.4	Человек играет на гитаре.	Человек чистит стеклянную дверь.
main-captions	MSRvid	2012test	278	2.4	Девушка поет и играет на гитаре.	Молодой человек поет, играя на гитаре.
main-captions	MSRvid	2012test	282	3.941	Девушка общается с языком жестов.	Молодая девушка с помощью языка жестов.
main-captions	MSRvid	2012test	283	0.5	Женщина делает упражнение веса.	Женщина делает ее волосы.
main-captions	MSRvid	2012test	284	3.75	Человек получает внутри автомобиля.	Пожилой человек получает в красный автомобиль.
main-captions	MSRvid	2012test	285	4.0	Большой зеленый шар сбивает картофель снова.	Большой зеленый шар поражает картофель.
main-captions	MSRvid	2012test	287	3.0	Кошка играет на клавишных.	Кошка играет на пианино.
main-captions	MSRvid	2012test	288	4.2	Две собаки плавают в бассейне.	Собаки купаются в бассейне.
main-captions	MSRvid	2012test	290	2.0	Человек использовал вертолет, чтобы нарезать лук.	Человек использовал машину изрубить на картофельном.
main-captions	MSRvid	2012test	291	5.0	Женщина нарезает тофу.	Женщина резки тофу.
main-captions	MSRvid	2012test	292	3.0	Стадо оленей, пересекающих улицу.	Стадо карибу пересекает дорогу.
main-captions	MSRvid	2012test	293	3.8	Человек едет на лошади.	Человек верхом на лошади.
main-captions	MSRvid	2012test	294	0.0	Кто-то кормит животное.	Кто-то играет на пианино.
main-captions	MSRvid	2012test	295	0.0	Кто-то режет Тортила-х.	Кто-то едет на лошади.
main-captions	MSRvid	2012test	296	0.25	Кто-то смешивание ingrediants.	Кто-то швейные вещи.
main-captions	MSRvid	2012test	297	4.0	Петух клюет на мертвую мышь.	Курица будет клевать мертвой мыши.
main-captions	MSRvid	2012test	298	3.25	Женщина держит кенгуру.	Женщина набирает кенгуру.
main-captions	MSRvid	2012test	299	0.75	Человек играет с лягушками	Кошка играет с камерой.
main-captions	MSRvid	2012test	300	1.5	Двое мужчин разговаривают.	Двое мужчин играют на гитаре.
main-captions	MSRvid	2012test	303	3.5	Человек распространяется масло на большой кусок хлеба.	Человек размазывая масло на ломтик хлеба чеснока.
main-captions	MSRvid	2012test	304	3.0	Человек бежит через проволоку.	Человек работает на веревке.
main-captions	MSRvid	2012test	307	0.2	Человек косить газон.	Женщина режет лимон.
main-captions	MSRvid	2012test	309	0.8	Человек открывает дверь.	Человек играет на гитаре.
main-captions	MSRvid	2012test	311	4.2	Человек нарезки картофеля на куски.	Человек резки картофеля.
main-captions	MSRvid	2012test	312	3.8	Женщина резки приготовленной осьминоги.	Женщина рубит осьминог.
main-captions	MSRvid	2012test	314	0.4	Человек пробивать через доску.	Собака бежит по воде.
main-captions	MSRvid	2012test	316	0.8	Человек танцует.	Человек ест хлеб.
main-captions	MSRvid	2012test	317	1.2	Кто-то играет на пианино.	Человек играет на гитаре.
main-captions	MSRvid	2012test	318	2.8	Две лисы едят из тарелки на кирпичную патио.	Лисы едят из тарелки.
main-captions	MSRvid	2012test	319	3.2	Мальчик играет ключевую доску.	Мальчик играет на пианино.
main-captions	MSRvid	2012test	320	5.0	Человек играет клавиатуру.	Кто-то играет клавиатуру.
main-captions	MSRvid	2012test	322	0.0	Человек стреляет пистолет.	Человек плеваться.
main-captions	MSRvid	2012test	323	1.0	Кто-то режет лук.	Someoen шелушение картофеля.
main-captions	MSRvid	2012test	325	0.0	Человек плывет.	Женщина режет мясо.
main-captions	MSRvid	2012test	327	3.75	Человек играет на гитаре.	Человек играет на акустической гитаре.
main-captions	MSRvid	2012test	328	0.4	Женщина режет тыкву.	Женщина верхом на слоне.
main-captions	MSRvid	2012test	329	0.4	Женщина танцует.	Женщина замешивать тесто.
main-captions	MSRvid	2012test	331	0.6	Женщина растрескивание яйца в миску.	Женщина размещения шампуров на стойку.
main-captions	MSRvid	2012test	332	4.0	Автомобиль движется по дороге.	Автомобиль едет по дороге.
main-captions	MSRvid	2012test	334	0.4	Кто-то смазывая сковороду.	Smeone прокладывает вниз.
main-captions	MSRvid	2012test	335	0.4	Человек играет на гитаре.	Человек истощает пасту.
main-captions	MSRvid	2012test	336	0.4	Женщина пьет водку.	Женщина осуществления.
main-captions	MSRvid	2012test	339	4.8	Женщина режет мясо на куски.	Женщина режет мясо.
main-captions	MSRvid	2012test	342	0.6	Человек ополаскивание бифштекса.	Человек играет на гитаре.
main-captions	MSRvid	2012test	344	0.8	Человек продает предметы.	Человек уборкой дома.
main-captions	MSRvid	2012test	347	3.2	Человек прыгает на стену.	Человек прыгает на короткую стену.
main-captions	MSRvid	2012test	348	3.2	Бегуны гонки вокруг дорожки.	Бегуны конкурировать в гонке.
main-captions	MSRvid	2012test	349	0.6	Человек ногами футбольный мяч.	Человек смешивание чаши.
main-captions	MSRvid	2012test	350	0.6	Женщина что-то для жарки.	Женщина верхом на лошади.
main-captions	MSRvid	2012test	351	0.0	Кошка лижет присоску.	Женщина режет огурец.
main-captions	MSRvid	2012test	352	1.4	Женщина танцует у костра.	Женщина принимает ванну.
main-captions	MSRvid	2012test	355	2.2	Человек нарезка рыбы открытым.	Человек нарезки картофеля.
main-captions	MSRvid	2012test	357	3.6	Масло тает на сковороде.	Человек тает масло в кастрюле.
main-captions	MSRvid	2012test	359	3.111	Три мальчика танцует.	Дети танцуют.
main-captions	MSRvid	2012test	360	0.6	Женщина играет в игру с человеком.	Человек играет на фортепиано.
main-captions	MSRvid	2012test	361	0.4	Человек за рулем белого автомобиля.	Человек дает интервью.
main-captions	MSRvid	2012test	365	4.25	Человек погнал машину.	Человек за рулем автомобиля.
main-captions	MSRvid	2012test	366	3.0	Автомобиль аннулирует пространства.	Автомобиль подпирает из заблокированной полосы.
main-captions	MSRvid	2012test	368	5.0	Человек кладет сыр на пицце.	Человек посыпают сыр на пицце.
main-captions	MSRvid	2012test	369	5.0	Мальчик играет на пианино.	Мальчик играет на пианино.
main-captions	MSRvid	2012test	371	3.75	Человек играл на гитаре.	Человек играет на гитаре.
main-captions	MSRvid	2012test	373	0.2	Человек верхом на лошади.	Человек играет клавиатуру.
main-captions	MSRvid	2012test	374	0.4	Человек ходит по канату.	Человек едет на мо-площадке.
main-captions	MSRvid	2012test	376	1.286	Девушка играет на флейте.	Полосу играет на сцене.
main-captions	MSRvid	2012test	377	4.6	Люди сходят с поезда.	Группа людей сойти с поезда.
main-captions	MSRvid	2012test	378	0.6	Женщина шьет на машине.	Женщина панировки мяса.
main-captions	MSRvid	2012test	379	2.0	Собака смотрит в бассейн.	Собака ходит вокруг бассейна.
main-captions	MSRvid	2012test	380	5.0	Человек намазывания кусок хлеба.	Человек применяет масло к хлебу.
main-captions	MSRvid	2012test	382	1.8	Человек режет помидоры на кусочки.	Женщина режет овощи.
main-captions	MSRvid	2012test	384	2.4	Три девочки-подростки танцевали в комнате.	Некоторые девочки-подростки танцуют для камеры.
main-captions	MSRvid	2012test	385	2.4	Лев ходит.	Лев шагает в загоне.
main-captions	MSRvid	2012test	386	0.4	Человек съемки автомобиля.	Человек резки картофеля.
main-captions	MSRvid	2012test	388	4.2	Черный конь бегает.	Лошадь бежит.
main-captions	MSRvid	2012test	390	0.0	Женщина deveining креветки.	Человек танцует под дождем.
main-captions	MSRvid	2012test	391	0.0	Человек верхом на лошади.	Женщина моет морозильник.
main-captions	MSRvid	2012test	393	0.8	Человек идет по пути.	Человек идет по натянутому канату.
main-captions	MSRvid	2012test	394	1.4	Человек нарезки картофеля.	Женщина резки jalepeno.
main-captions	MSRvid	2012test	395	1.5	Собака лает на мяч.	Собака плавает после того, как теннисный мяч.
main-captions	MSRvid	2012test	397	2.5	Ребенок убегает от рыбы качается вокруг на удочке.	Маленький ребенок бегает удочку.
main-captions	MSRvid	2012test	398	2.5	Человек идет по пути через пустыню.	Человек идет по дороге.
main-captions	MSRvid	2012test	399	3.5	Пожилой человек говорит на пьедестале.	Человек выступает на трибуне.
main-captions	MSRvid	2012test	401	3.4	Человек верхом на лошади в замедленном движении.	Человек верхом на лошади.
main-captions	MSRvid	2012test	402	3.8	Человек режет немного Буррата сыр.	Человек режет сыр.
main-captions	MSRvid	2012test	403	3.8	Человек стреляет из автомата.	Человек стреляет пистолет.
main-captions	MSRvid	2012test	406	1.5	Человек измельчения чеснока с задней стороной ножа.	Женщина режет мясо с ножом.
main-captions	MSRvid	2012test	407	0.5	Женщина подачи ее ногти наждачной борту.	Женщина кормит свой ребенок с бутылкой.
main-captions	MSRvid	2012test	408	0.0	Человек едет на скейтборде.	Женщина резки картофеля.
main-captions	MSRvid	2012test	409	0.0	Женщина принимает душ.	Человек верхом на белой лошади.
main-captions	MSRvid	2012test	410	0.8	Человек танцует.	Человек верхом на лошади.
main-captions	MSRvid	2012test	413	0.85	Мужчина гребет на лодке.	Человек отстрел пистолета.
main-captions	MSRvid	2012test	414	3.4	Человек качается на веревке, прикрепленной к потолку.	Человек качается на веревке.
main-captions	MSRvid	2012test	415	0.4	Женщина верхом на лошади на пляже.	Человек ведет другой человек на его спине.
main-captions	MSRvid	2012test	416	1.75	Человек держит маленькое животное в одной руке.	Человек показывает маленькую обезьянку.
main-captions	MSRvid	2012test	417	3.25	Человек складной квадратный кусок бумаги.	Человек складывания из бумаги.
main-captions	MSRvid	2012test	418	0.75	Человек жарит мясо на сковороде.	Человек держит скунс.
main-captions	MSRvid	2012test	422	0.0	Шимпанзе вредит женщине.	Человек за рулем автомобиля.
main-captions	MSRvid	2012test	423	0.0	Женщина пилинг креветки.	Человек держит лемур.
main-captions	MSRvid	2012test	427	4.25	Две зебры играют.	Зебры общение.
main-captions	MSRvid	2012test	428	1.8	Женщина режет масло.	Женщина нарезает тофу.
main-captions	MSRvid	2012test	429	3.2	Некоторые мужчины играют гитару.	Трое мужчин играют на гитарах и поют вместе.
main-captions	MSRvid	2012test	430	3.6	Слоны распыляют воду на себя.	Слоны спрей себя с водой.
main-captions	MSRvid	2012test	432	2.6	Собака сидела у стойки магазина.	Собака стоит на стойке.
